,Clean_Text
668,cast general election resulted Norway getting conservative government
669,friend shot head told so
670,children born
671,ran small boy suddenly car
672,father phoned come home vacation longer time look garden animals
673,told good friend seriously ill
674,learned relative spreading rumours me
675,talking badly person friends discovered daughter listening
676,exhusband left house children cried coming back
677,special friend said \I love you\ time
678,watched crime TV dog walk Then suddenly man porch (We live distance away people)
679,car suddenly broke 
680,earlier friend spreading negative rumours me
681,certain person seen makes cringe feel disgust
682,Cheating best grade test 7th grade
683,kitten wandered office told street crossed back kitten followed run killed car
684,term paper evaluated
685,seeing terror movie cinema scared drive car garage thought film afterwards hoping things exist \real world\
686,Angry brother making fun me teasing me
687,gradmother died
688,overreacted mother felt ashamed afterwards
689,parents work hard tired  school study instead helping them feel Im letting down disappointing them
690,Got touch earlier friends long absence
691,lost way trip mountains
692,subject unfair treatment working group \bending rules\ protected boss resulted work others
693,death close friend
694,confronted person negative thoughts people social status beliefs color outlook life (perspective)
695,Feeling inadequate group situation unable convey thoughts feelings
696,failed complete working task agreed time
697,Receiving wanted letter good friend lives abroad
698,getting results test school worked hard worried succeeding
699,best friends accused giving early problems casual remark side angry hurt
700,Realizing school soon over different ways meeting friends year
701,public swimming hall saw aggressive man practically attacked children got way swimming
702,making strong statements infidelity couples discovered best friends sad case mutual infidelity listening
703,planned trip South Easter friend sorry changed mind decided all
704,friend seen years sent small present
705,dark night street lights car obviously following me
706,subject false accusations got angry
707,told good friend friends relationship girl
708,difficult remember feeling disgust anyone
709,lectures feel ashamed
710,angry girlfriend interferring little personal affairs told strongly started crying
711,fiancee travelled 2000 Km visit me seen 4 months
712,beaten private New Years party once fault mine
713,felt unfairly treated airport told use different counter (for domestic traffic only)
714,grandmother died
715,murder girls school trip Berlin (and sexual crimes generally) couple years ago
716,taking mobbing best friends primary school
717,secretly tried smoking time 12 years old
718,person fond of returned me
719,applicable myself
720,students working group showed responsibility interest work
721,close friend left me
722,people unfairly treated nationality/colour
723,Taking mobbing girls class primary school
724,applicable myself
725,close acquaintace cried me felt happy somebody cared
726,letter boyfriend began way thought going end relationship afraid reading rest
727,nephew deaf \hyperactive\ boy responsible looking day tired suddenly grabbed knife stabbed leg got angry feel pain
